CARRER;NOM_CARRER;PRIMER_NUM;ULTIM_NUM;TIPUSNUM;DISTRICTE;SECC_CENS;AEB;BARRI;SECC_EST;DPOSTAL
349105;Pg Universal;2;82;2;7;104;154;43;164;8042
349105;Pg Universal;84;98;2;7;103;154;43;182;8042
349207;Pl Universitat;1;3;1;2;164;53;10;44;8007
349207;Pl Universitat;5;9;1;1;21;8;1;151;8007
349207;Pl Universitat;11;11;1;2;77;33;7;223;8007
349207;Pl Universitat;2;4;2;2;164;53;10;44;8007
349207;Pl Universitat;6;10;2;1;21;8;1;151;8007
349207;Pl Universitat;12;12;2;2;77;33;7;223;8007
349309;Rda Universitat;1;37;1;2;77;33;7;223;8007
349309;Rda Universitat;0002B;24;2;2;77;33;7;223;8007
349386;Ullastre;1;13;1;5;1;91;22;183;8017
349386;Ullastre;2;10;2;5;1;91;22;183;8017
349400;Pl Univers;1;9;1;3;24;59;11;57;8004
349400;Pl Univers;2;8;2;3;24;59;11;57;8004
349502;Urani;3;17;1;3;30;61;13;65;8038
349502;Urani;8;22;2;3;30;61;13;65;8038
349579;Presseguer;1;13;1;5;1;91;22;183;8017
349579;Presseguer;2;12;2;5;1;91;22;183;8017
349604;Ptge Ureña;1;9;1;2;38;25;6;316;8025
349604;Ptge Ureña;0002A;10;2;2;38;25;6;316;8025
349706;Comte d'Urgell;0001B;0001B;1;2;168;54;10;8;8011
349706;Comte d'Urgell;1;21;1;2;166;54;10;35;8011
349706;Comte d'Urgell;23;41;1;2;162;52;10;30;8011
349706;Comte d'Urgell;43;57;1;2;160;52;10;29;8011
349706;Comte d'Urgell;59;73;1;2;144;49;9;62;8011
349706;Comte d'Urgell;0075B;93;1;2;143;49;9;61;8011
349706;Comte d'Urgell;0095B;123;1;2;139;48;9;60;8011
349706;Comte d'Urgell;0125B;151;1;2;118;45;9;91;8036
349706;Comte d'Urgell;153;171;1;2;117;45;9;132;8036
349706;Comte d'Urgell;173;215;1;2;110;44;9;133;8036
349706;Comte d'Urgell;217;263;1;2;109;43;8;153;8036
349706;Comte d'Urgell;2;10;2;2;168;54;10;36;8011
349706;Comte d'Urgell;0012S;0012S;2;2;166;54;10;35;8011
349706;Comte d'Urgell;12;12;2;2;168;54;10;36;8011
349706;Comte d'Urgell;32;48;2;2;165;53;10;40;8011
349706;Comte d'Urgell;50;64;2;2;163;53;10;41;8011
349706;Comte d'Urgell;110;140;2;2;97;40;8;59;8011
349706;Comte d'Urgell;142;166;2;2;100;41;8;99;8011
349706;Comte d'Urgell;168;182;2;2;101;41;8;97;8036
349706;Comte d'Urgell;224;238;2;2;104;42;8;129;8036
349706;Comte d'Urgell;240;300;2;2;108;43;8;159;8036
349706;Comte d'Urgell;184;222;2;2;103;42;8;131;8036
349706;Comte d'Urgell;14;30;2;2;166;54;10;36;8011
349706;Comte d'Urgell;66;108;2;2;95;40;8;57;8011
349808;Pg Urrutia;1;93;1;8;49;166;47;87;8042
349808;Pg Urrutia;2;12;2;7;105;154;43;163;8031
349808;Pg Urrutia;14;44;2;8;49;166;47;86;8031
349808;Pg Urrutia;46;88;2;8;48;166;47;85;8031
349808;Pg Urrutia;90;116;2;8;39;164;46;65;8031
349808;Pg Urrutia;95;145;1;8;50;167;48;91;8042
349900;Uruguai;2;4;2;6;17;118;29;145;8023
349900;Uruguai;1;3;1;6;17;118;29;145;8023
350104;Ptge Utset;1;15;1;2;26;24;6;287;8013
350104;Ptge Utset;2;14;2;2;26;24;6;287;8013
350159;Agustí Mauri;1;9;1;3;25;60;12;61;8040
350159;Agustí Mauri;2;14;2;3;25;60;12;61;8040
350206;Vacarisses;1;19;1;8;108;179;54;195;8033
350206;Vacarisses;2;14;2;8;108;179;54;195;8033
350308;València;1;7;1;2;130;47;9;80;8015
350308;València;9;15;1;2;133;47;9;81;8015
350308;València;37;55;1;2;136;47;9;85;8015
350308;València;57;77;1;2;137;48;9;88;8015
350308;València;79;99;1;2;118;45;9;91;8029
350308;València;101;121;1;2;100;41;8;98;8011
350308;València;145;165;1;2;98;41;8;103;8011
350308;València;167;217;1;2;89;38;8;106;8011
350308;València;219;249;1;2;81;35;7;195;8007
350308;València;251;283;1;2;80;35;7;192;8007
350308;València;323;355;1;2;62;29;7;183;8009
350308;València;357;371;1;2;61;29;7;180;8009
350308;València;373;391;1;2;53;27;6;292;8013
350308;València;393;417;1;2;52;27;6;291;8013
350308;València;419;441;1;2;51;27;6;289;8013
350308;València;465;483;1;2;26;24;6;287;8013
350308;València;485;521;1;2;28;24;6;279;8013
350308;València;523;543;1;2;31;24;6;277;8013
350308;València;545;565;1;10;16;203;64;116;8026
350308;València;0577B;591;1;10;14;203;64;118;8026
350308;València;593;617;1;10;19;204;64;156;8026
350308;València;619;619;1;10;25;204;64;157;8026
350308;València;621;635;1;10;26;205;65;163;8026
350308;València;673;683;1;10;29;205;65;105;8027
350308;València;685;691;1;10;30;205;65;105;8027
350308;València;2;20;2;2;131;47;9;79;8015
350308;València;22;38;2;2;132;47;9;82;8015
350308;València;40;40;2;2;132;47;9;82;8015
350308;València;42;80;2;2;135;47;9;83;8015
350308;València;82;102;2;2;137;48;9;87;8015
350308;València;104;124;2;2;138;48;9;89;8015
350308;València;130;158;2;2;100;41;8;99;8029
350308;València;0178I;190;2;2;98;41;8;104;8011
350308;València;192;242;2;2;90;38;8;105;8011
350308;València;244;272;2;2;81;35;7;196;8007
350308;València;274;310;2;2;80;35;7;192;8007
350308;València;0368B;0368B;2;2;61;29;7;180;8009
350308;València;368;368;2;2;65;29;7;181;8009
350308;València;0370S;380;2;2;61;29;7;180;8009
350308;València;382;392;2;2;53;27;6;264;8013
350308;València;418;448;2;2;51;27;6;265;8013
350308;València;450;470;2;2;50;27;6;267;8013
350308;València;472;490;2;2;26;24;6;268;8013
350308;València;492;510;2;2;25;24;6;269;8013
350308;València;512;528;2;2;29;24;6;275;8013
350308;València;530;548;2;2;30;24;6;276;8013
350308;València;550;600;2;10;17;203;64;115;8026
350308;València;602;616;2;10;25;204;64;158;8026
350308;València;0618B;0618B;2;10;26;205;65;161;8026
350308;València;618;618;2;10;25;204;64;158;8026
350308;València;620;644;2;10;26;205;65;161;8026
350308;València;646;698;2;10;31;205;65;162;8026
350308;València;700;716;2;10;30;205;65;104;8018
350308;València;123;143;1;2;99;41;8;101;8011
350308;València;17;35;1;2;134;47;9;84;8015
350308;València;394;416;2;2;52;27;6;264;8013
350308;València;312;366;2;2;65;29;7;191;8009
350308;València;160;176;2;2;99;41;8;100;8011
350308;València;0040B;0040B;2;2;135;47;9;83;8015
350308;València;285;321;1;2;64;29;7;190;8009
350308;València;443;463;1;2;50;27;6;288;8013
350308;València;567;575;1;10;17;203;64;117;8026
350308;València;637;671;1;10;27;205;65;163;8026
350603;Pl V Almirall;1;5;1;10;36;206;65;101;8018
350603;Pl V Almirall;2;4;2;10;36;206;65;101;8018
350705;Valentí Iglésias;1;19;1;9;37;190;60;106;8030
350705;Valentí Iglésias;21;45;1;9;31;188;60;111;8030
350705;Valentí Iglésias;2;24;2;9;37;190;60;107;8030
350705;Valentí Iglésias;26;42;2;9;30;188;60;111;8030
350705;Valentí Iglésias;44;46;2;9;31;188;60;112;8030
350807;Valero;1;13;1;5;54;105;26;45;8021
350807;Valero;2;18;2;5;54;105;26;45;8021
350909;Valeta d'Arquer;1;49;1;5;32;100;25;101;8017
350909;Valeta d'Arquer;2;34;2;5;32;100;25;101;8017
351107;Vallseca;1;45;1;7;22;138;34;87;8024
351107;Vallseca;2;36;2;7;20;138;34;86;8024
351209;Ptge Vallseca;1;13;1;7;20;138;34;85;8024
351209;Ptge Vallseca;2;10;2;7;20;138;34;85;8024
351300;Valladolid;1;37;1;3;108;76;18;157;8014
351300;Valladolid;39;47;1;3;107;76;18;158;8014
351300;Valladolid;2;40;2;3;108;76;18;159;8014
351300;Valladolid;42;54;2;3;107;76;18;159;8014
351402;Av Vallbona;1;113;1;8;108;179;54;195;8033
351402;Av Vallbona;115;135;1;8;107;178;53;165;8033
351402;Av Vallbona;2;80;2;8;108;179;54;195;8033
351402;Av Vallbona;82;98;2;8;107;178;53;165;8033
351606;Vallcivera;0001B;0001C;1;8;112;180;55;209;8033
351606;Vallcivera;0001D;0001D;1;8;108;179;54;195;8033
351606;Vallcivera;0001F;1;1;8;112;180;55;209;8033
351606;Vallcivera;0003B;3;1;8;109;179;54;209;8033
351606;Vallcivera;5;35;1;8;112;180;55;209;8033
351606;Vallcivera;37;41;1;8;111;180;55;197;8033
351606;Vallcivera;4;30;2;8;112;180;55;210;8033
351708;Pablo Iglesias;1;3;1;8;91;175;52;138;8016
351708;Pablo Iglesias;5;39;1;8;90;175;52;135;8016
351708;Pablo Iglesias;41;93;1;8;102;177;52;153;8016
351708;Pablo Iglesias;95;117;1;8;101;177;52;155;8016
351708;Pablo Iglesias;0002B;6;2;8;91;175;52;138;8016
351708;Pablo Iglesias;8;56;2;8;90;175;52;135;8016
351708;Pablo Iglesias;0058S;100;2;8;100;177;52;152;8016
351708;Pablo Iglesias;102;122;2;8;101;177;52;152;8016
351800;Germans Desvalls;21;51;1;7;103;154;43;203;8035
351800;Germans Desvalls;2;60;2;7;103;154;43;187;8035
351901;Pg Valldaura;0001B;99;1;7;103;154;43;186;8031
351901;Pg Valldaura;101;135;1;8;59;168;48;99;8042
351901;Pg Valldaura;137;149;1;8;58;168;48;97;8042
351901;Pg Valldaura;151;171;1;8;56;168;48;96;8042
351901;Pg Valldaura;0173B;0173C;1;8;57;168;48;94;8042
351901;Pg Valldaura;173;173;1;8;56;168;48;95;8042
351901;Pg Valldaura;175;183;1;8;57;168;48;94;8042
351901;Pg Valldaura;185;225;1;8;83;174;52;114;8016
351901;Pg Valldaura;227;247;1;8;84;174;52;116;8016
351901;Pg Valldaura;249;289;1;8;92;176;52;140;8016
351901;Pg Valldaura;2;14;2;7;111;154;43;185;8031
351901;Pg Valldaura;16;46;2;7;109;154;43;184;8031
351901;Pg Valldaura;48;82;2;7;103;154;43;182;8031
351901;Pg Valldaura;84;112;2;7;104;154;43;181;8042
351901;Pg Valldaura;122;148;2;8;51;167;48;88;8042
351901;Pg Valldaura;150;154;2;8;52;167;48;89;8042
351901;Pg Valldaura;0156B;0166D;2;8;53;167;48;90;8042
351901;Pg Valldaura;0166S;0166S;2;8;54;167;48;92;8042
351901;Pg Valldaura;166;166;2;8;53;167;48;90;8042
351901;Pg Valldaura;168;196;2;8;54;167;48;92;8042
351901;Pg Valldaura;198;220;2;8;55;167;48;93;8042
351901;Pg Valldaura;230;256;2;8;31;163;45;52;8016
351901;Pg Valldaura;258;274;2;8;30;162;45;50;8016
351901;Pg Valldaura;276;300;2;8;29;162;45;46;8016
351901;Pg Valldaura;222;228;2;8;33;163;45;53;8016
352008;Valldemossa;3;61;1;8;36;163;45;59;8016
352008;Valldemossa;2;38;2;8;27;162;45;45;8016
352008;Valldemossa;40;58;2;8;35;163;45;57;8016
352008;Valldemossa;60;72;2;8;34;163;45;56;8016
352008;Valldemossa;0001B;1;1;8;35;163;45;58;8016
352100;Valldonzella;13;29;1;1;18;7;1;143;8001
352100;Valldonzella;0033B;57;1;1;16;6;1;141;8001
352100;Valldonzella;2;42;2;1;21;8;1;142;8001
352100;Valldonzella;44;62;2;1;16;6;1;141;8001
352100;Valldonzella;1;11;1;1;20;7;1;149;8001
352201;Valldoreix;0001B;5;1;6;19;119;30;134;8024
352201;Valldoreix;7;15;1;6;21;119;30;130;8024
352201;Valldoreix;2;12;2;6;20;119;30;135;8024
352201;Valldoreix;14;20;2;6;21;119;30;128;8024
352303;Vall d'Aran;2;24;2;9;53;192;60;38;8030
352303;Vall d'Aran;1;17;1;9;52;192;60;74;8030
352405;Pl Vall d'Hebron;1;1;1;7;84;149;38;218;8035
352507;Pg Vall d'Hebron;29;69;1;6;10;116;28;159;8035
352507;Pg Vall d'Hebron;83;105;1;7;89;150;39;194;8035
352507;Pg Vall d'Hebron;107;141;1;7;94;151;40;195;8035
352507;Pg Vall d'Hebron;147;183;1;7;97;151;40;203;8035
352507;Pg Vall d'Hebron;185;301;1;7;103;154;43;203;8035
352507;Pg Vall d'Hebron;50;82;2;6;10;116;28;154;8023
352507;Pg Vall d'Hebron;84;86;2;6;11;117;28;153;8023
352507;Pg Vall d'Hebron;96;136;2;7;88;149;38;222;8035
352507;Pg Vall d'Hebron;138;210;2;7;101;152;41;208;8035
352507;Pg Vall d'Hebron;212;226;2;7;100;152;41;205;8035
352507;Pg Vall d'Hebron;270;320;2;7;103;154;43;187;8035
352507;Pg Vall d'Hebron;2;48;2;6;6;115;28;155;8023
352507;Pg Vall d'Hebron;143;145;1;7;96;151;40;203;8035
352507;Pg Vall d'Hebron;1;27;1;6;9;116;28;158;8035
352507;Pg Vall d'Hebron;88;94;2;7;84;149;38;218;8035
352507;Pg Vall d'Hebron;228;268;2;7;98;152;41;204;8035
352653;Vall d'Ordesa;1;57;1;8;46;165;46;82;8031
352653;Vall d'Ordesa;2;60;2;8;47;165;46;84;8031
352700;Vallès;23;97;1;9;50;192;60;79;8030
352700;Vallès;2;38;2;9;51;192;60;81;8030
352700;Vallès;40;88;2;9;50;192;60;80;8030
352700;Vallès;1;21;1;9;51;192;60;77;8030
352904;Vallespir;1;25;1;3;107;76;18;159;8014
352904;Vallespir;27;71;1;3;109;76;18;154;8014
352904;Vallespir;105;129;1;4;6;77;19;29;8014
352904;Vallespir;131;141;1;4;7;77;19;28;8014
352904;Vallespir;143;161;1;4;8;77;19;28;8014
352904;Vallespir;163;179;1;4;9;77;19;27;8014
352904;Vallespir;2;92;2;3;107;76;18;142;8014
352904;Vallespir;94;110;2;3;111;76;18;152;8014
352904;Vallespir;112;128;2;3;110;76;18;150;8014
352904;Vallespir;130;142;2;4;5;77;19;30;8014
352904;Vallespir;164;176;2;4;8;77;19;38;8014
352904;Vallespir;178;192;2;4;9;77;19;38;8014
352904;Vallespir;194;198;2;4;10;78;19;39;8014
352904;Vallespir;73;103;1;3;110;76;18;153;8014
352904;Vallespir;181;203;1;4;10;78;19;39;8014
352904;Vallespir;144;162;2;4;7;77;19;30;8014
353000;Vallfogona;1;33;1;6;53;128;31;77;8012
353000;Vallfogona;2;42;2;6;53;128;31;77;8012
353306;Vallhonrat;1;27;1;3;1;56;11;48;8004
353306;Vallhonrat;0002B;30;2;3;3;56;11;49;8004
353408;Vallirana;1;27;1;5;82;111;27;74;8006
353408;Vallirana;29;83;1;5;85;111;27;70;8006
353408;Vallirana;2;30;2;5;82;111;27;75;8006
353408;Vallirana;32;84;2;5;84;111;27;77;8006
353408;Vallirana;86;94;2;5;89;112;27;79;8023
353408;Vallirana;85;93;1;5;89;112;27;79;8023
353500;Vallmajor;1;5;1;5;54;105;26;45;8021
353500;Vallmajor;13;29;1;5;52;104;26;47;8021
353500;Vallmajor;31;35;1;5;50;104;26;49;8021
353500;Vallmajor;2;8;2;5;54;105;26;43;8021
353500;Vallmajor;10;12;2;5;53;105;26;44;8021
353500;Vallmajor;14;40;2;5;52;104;26;52;8021
353500;Vallmajor;7;11;1;5;53;105;26;44;8021
353601;Vallmitjana;1;5;1;10;59;213;68;39;8005
353601;Vallmitjana;2;6;2;10;59;213;68;39;8005
353656;Valls;1;7;1;3;45;65;14;89;8004
353656;Valls;9;19;1;3;42;65;14;88;8004
353656;Valls;10;42;2;3;42;65;14;89;8004
353703;Vallpar;1;53;1;6;9;116;28;158;8035
353703;Vallpar;2;66;2;6;9;116;28;158;8035
353769;Camí Vallvi Tibida;1;61;1;5;2;92;22;182;8017
353769;Camí Vallvi Tibida;2;50;2;5;2;92;22;182;8017
353805;Av Vallvidrera;1;87;1;5;5;93;23;172;8017
353805;Av Vallvidrera;0002B;74;2;5;4;93;23;175;8017
353805;Av Vallvidrera;76;80;2;5;5;93;23;174;8017
353907;Camí Vallvidrera;1;23;1;5;4;93;23;175;8017
353907;Camí Vallvidrera;39;53;1;5;2;92;22;181;8035
353907;Camí Vallvidrera;2;24;2;5;4;93;23;175;8017
354003;Ctra Vallv a Barna;1;71;1;5;2;92;22;101;8035
354003;Ctra Vallv a Barna;2;76;2;5;2;92;22;101;8035
354455;Escar;1;9;1;1;32;13;3;1;8039
354455;Escar;2;26;2;1;32;13;3;12;8039
354502;Varsòvia;1;21;1;7;44;142;35;54;8041
354502;Varsòvia;23;39;1;7;45;142;35;52;8041
354502;Varsòvia;41;53;1;7;46;142;35;51;8041
354502;Varsòvia;55;73;1;7;33;140;35;36;8041
354502;Varsòvia;75;101;1;7;31;140;35;38;8041
354502;Varsòvia;103;123;1;7;32;140;35;32;8041
354502;Varsòvia;125;131;1;7;37;140;35;32;8041
354502;Varsòvia;133;171;1;7;38;140;35;31;8041
354502;Varsòvia;2;68;2;7;46;142;35;55;8041
354502;Varsòvia;70;122;2;7;31;140;35;35;8041
354502;Varsòvia;0124B;0124B;2;7;32;140;35;33;8041
354502;Varsòvia;124;124;2;7;31;140;35;34;8041
354502;Varsòvia;126;146;2;7;32;140;35;33;8041
354502;Varsòvia;0148B;158;2;7;37;140;35;33;8041
354502;Varsòvia;160;176;2;7;38;140;35;33;8041
354604;Bascònia;1;43;1;9;44;191;60;92;8030
354604;Bascònia;45;81;1;9;43;191;60;92;8030
354604;Bascònia;2;26;2;9;44;191;60;89;8030
354604;Bascònia;28;58;2;9;42;191;60;91;8030
354706;Vayreda;1;29;1;7;97;151;40;188;8035
354706;Vayreda;2;32;2;7;95;151;40;196;8035
354706;Vayreda;0034B;0034B;2;7;96;151;40;200;8035
354706;Vayreda;34;34;2;7;95;151;40;199;8035
354706;Vayreda;36;40;2;7;97;151;40;202;8035
354808;Pl Vázquez Mella;1;1;1;3;84;71;17;208;8028
354900;Veciana;1;27;1;6;11;117;28;153;8023
354900;Veciana;2;46;2;6;11;117;28;153;8023
355006;Sta Joaquima Vedru;1;9;1;7;42;142;35;47;8041
355006;Sta Joaquima Vedru;2;12;2;7;42;142;35;48;8041
355108;Veguer;1;13;1;1;25;10;2;68;8002
355108;Veguer;2;4;2;1;25;10;2;68;8002
355200;Vehils;1;9;1;10;32;206;65;102;8018
355200;Vehils;2;12;2;10;32;206;65;100;8018
355301;Pl Coll Finestrell;1;9;1;4;56;90;21;82;8034
355301;Pl Coll Finestrell;2;8;2;4;56;90;21;82;8034
355403;Vint-i-sis Gener;1;9;1;3;57;68;16;134;8014
355403;Vint-i-sis Gener;11;45;1;3;51;67;15;134;8014
355403;Vint-i-sis Gener;2;48;2;3;51;67;15;135;8014
355505;Velázquez;1;21;1;6;1;114;28;137;8023
355505;Velázquez;2;16;2;6;1;114;28;137;8023
355709;Vèlia;1;7;1;9;75;197;62;66;8027
355709;Vèlia;9;29;1;8;17;160;44;27;8027
355709;Vèlia;31;43;1;8;16;160;44;31;8016
355709;Vèlia;45;69;1;8;20;161;45;33;8016
355709;Vèlia;71;95;1;8;21;161;45;46;8016
355709;Vèlia;0002B;6;2;9;75;197;62;66;8027
355709;Vèlia;8;22;2;8;17;160;44;27;8027
355709;Vèlia;24;36;2;8;19;160;44;31;8016
355709;Vèlia;38;64;2;8;20;161;45;46;8016
355800;Verema;1;11;1;7;55;145;36;107;8032
355800;Verema;2;18;2;7;55;145;36;107;8032
355902;Vendrell;1;17;1;5;33;101;25;103;8022
355902;Vendrell;2;8;2;5;33;101;25;100;8022
356009;Venècia;1;11;1;7;112;155;43;172;8031
356009;Venècia;13;49;1;7;111;154;43;172;8031
356009;Venècia;2;8;2;7;112;155;43;172;8031
356009;Venècia;10;34;2;7;111;154;43;172;8031
356100;Venero;1;23;1;10;64;214;68;30;8005
356100;Venero;2;22;2;10;63;214;68;30;8005
356202;Veneçuela;1;9;1;10;94;223;71;63;8019
356202;Veneçuela;11;47;1;10;95;223;71;62;8019
356202;Veneçuela;49;115;1;10;94;223;71;64;8019
356202;Veneçuela;117;159;1;10;93;222;70;68;8019
356202;Veneçuela;161;173;1;10;90;222;70;69;8019
356202;Veneçuela;118;160;2;10;93;222;70;68;8019
356202;Veneçuela;162;172;2;10;90;222;70;70;8019
356202;Veneçuela;2;116;2;10;94;223;71;63;8019
356304;Ventalló;1;21;1;6;77;133;32;45;8025
356304;Ventalló;23;59;1;6;78;133;32;49;8025
356304;Ventalló;2;14;2;6;77;133;32;45;8025
356304;Ventalló;16;50;2;6;78;133;32;49;8025
356304;Ventalló;52;76;2;6;79;133;32;52;8025
356304;Ventalló;61;77;1;6;79;133;32;52;8025
356406;Ventura Rodríguez;5;15;1;7;99;152;41;205;8035
356406;Ventura Rodríguez;2;18;2;7;100;152;41;206;8035
356406;Ventura Rodríguez;1;3;1;7;100;152;41;205;8035
356508;Venus;1;3;1;6;56;129;31;14;8012
356508;Venus;5;15;1;6;58;129;31;13;8012
356508;Venus;2;14;2;6;57;129;31;14;8012
356600;Pl Veracruz;2;2;2;9;7;183;58;143;8030
356600;Pl Veracruz;1;1;1;9;7;183;58;143;8030
356701;Verdet;1;13;1;9;39;190;60;108;8030
356701;Verdet;2;14;2;9;39;190;60;108;8030
356803;Verdi;1;15;1;6;53;128;31;77;8012
356803;Verdi;17;69;1;6;52;128;31;76;8012
356803;Verdi;71;89;1;6;34;122;31;101;8012
356803;Verdi;207;245;1;6;20;119;30;135;8024
356803;Verdi;269;315;1;6;19;119;30;134;8024
356803;Verdi;317;351;1;6;3;114;28;132;8024
356803;Verdi;2;40;2;6;53;128;31;77;8012
356803;Verdi;42;64;2;6;52;128;31;75;8012
356803;Verdi;66;108;2;6;34;122;31;102;8012
356803;Verdi;110;182;2;6;35;122;31;103;8012
356803;Verdi;260;276;2;6;18;119;30;130;8024
356803;Verdi;278;306;2;6;3;114;28;131;8024
356803;Verdi;308;308;2;6;4;114;28;131;8024
356803;Verdi;91;205;1;6;36;122;31;100;8012
356803;Verdi;184;258;2;6;21;119;30;128;8024
356905;Pg Verdum;1;53;1;8;215;;48;91;8042
356905;Pg Verdum;55;57;1;8;55;167;48;93;8042
356905;Pg Verdum;4;10;2;8;36;163;45;61;8016
356905;Pg Verdum;12;20;2;8;34;163;45;56;8016
356905;Pg Verdum;22;32;2;8;33;163;45;55;8016
356905;Pg Verdum;2;2;2;8;37;163;45;61;8016
357001;Bergara;1;15;1;2;77;33;7;223;8007
357001;Bergara;2;16;2;2;77;33;7;223;8002
357103;Vergós;43;43;1;5;24;98;24;140;8017
357103;Vergós;0045B;67;1;5;23;98;24;140;8017
357103;Vergós;2;32;2;5;27;99;24;138;8017
357103;Vergós;36;58;2;5;12;95;23;162;8017
357103;Vergós;1;41;1;5;25;99;24;139;8017
357409;Verneda;0001B;59;1;10;32;206;65;106;8018
357409;Verneda;2;22;2;10;32;206;65;101;8018
357409;Verneda;24;46;2;10;33;206;65;102;8018
357500;Camí Verneda;1;25;1;10;138;232;73;226;8020
357500;Camí Verneda;2;30;2;10;138;232;73;226;8020
357602;Pg Verneda;59;59;1;10;138;232;73;227;8020
357602;Pg Verneda;61;101;1;10;138;232;73;227;8020
357602;Pg Verneda;105;127;1;10;137;232;73;228;8020
357602;Pg Verneda;129;175;1;9;15;185;59;128;8030
357602;Pg Verneda;50;266;2;9;15;185;59;128;8020
357602;Pg Verneda;0061E;0061E;1;9;15;185;59;128;8020
357646;Pl Verneda;0001S;1;1;10;135;231;73;200;8020
357657;Camí Verns;1;23;1;5;1;91;22;183;8017
357657;Camí Verns;2;22;2;5;1;91;22;183;8017
357704;Verntallat;1;29;1;6;34;122;31;102;8024
357704;Verntallat;0031B;47;1;6;35;122;31;103;8024
357704;Verntallat;2;48;2;6;33;122;31;110;8024
357806;Pl Verònica;1;1;1;1;27;10;2;76;8002
357806;Pl Verònica;2;2;2;1;27;10;2;76;8002
357908;Bertrellans;1;11;1;1;22;9;2;63;8002
357908;Bertrellans;2;6;2;1;22;9;2;63;8002
358004;Vesuvi;1;21;1;8;101;177;52;150;8016
358004;Vesuvi;31;47;1;8;97;177;52;145;8016
358004;Vesuvi;2;10;2;8;101;177;52;152;8016
358004;Vesuvi;12;32;2;8;98;177;52;150;8016
358059;Via Làctia;1;13;1;5;1;91;22;183;8017
358059;Via Làctia;2;20;2;5;1;91;22;183;8017
358106;Biada;1;15;1;6;36;122;31;100;8012
358106;Biada;2;12;2;6;34;122;31;101;8012
358300;Viad Vallcarca;1;15;1;6;6;115;28;151;8023
358300;Viad Vallcarca;2;6;2;6;6;115;28;139;8023
358401;Vicaria;1;5;1;1;40;15;3;12;8003
358401;Vicaria;2;6;2;1;40;15;3;13;8003
358503;Vicent López;1;17;1;7;52;144;36;103;8032
358503;Vicent López;2;12;2;7;53;144;36;105;8032
358558;Ptge Vicent Martín;1;15;1;4;45;86;20;3;8028
358558;Ptge Vicent Martín;2;10;2;4;45;86;20;3;8028
358605;Pl V Martorell;1;5;1;1;21;8;1;150;8001
358605;Pl V Martorell;2;6;2;1;21;8;1;150;8001
358707;Vicenç Montal;1;13;1;9;1;182;57;153;8033
358707;Vicenç Montal;2;14;2;9;1;182;57;153;8033
358900;Vico;1;33;1;5;49;104;26;46;8021
358900;Vico;2;34;2;5;49;104;26;47;8021
358900;Vico;36;38;2;5;50;104;26;49;8021
358955;Pl Víctor Balaguer;1;7;1;1;46;16;4;30;8003
358955;Pl Víctor Balaguer;2;8;2;1;46;16;4;30;8003
359109;Pg Lluís Companys;0001S;5;1;1;55;19;4;37;8003
359109;Pg Lluís Companys;7;11;1;1;53;19;4;38;8003
359109;Pg Lluís Companys;13;21;1;1;52;18;4;56;8003
359109;Pg Lluís Companys;23;23;1;2;74;32;7;229;8010
359109;Pg Lluís Companys;25;25;1;1;55;19;4;39;8003
359109;Pg Lluís Companys;2;24;2;1;55;19;4;39;8018
359200;Av Pedralbes;1;15;1;4;53;89;21;77;8034
359200;Av Pedralbes;17;49;1;4;55;90;21;77;8034
359200;Av Pedralbes;51;63;1;4;56;90;21;77;8034
359200;Av Pedralbes;2;24;2;4;52;88;21;77;8034
359200;Av Pedralbes;26;56;2;4;55;90;21;81;8034
359200;Av Pedralbes;58;68;2;4;56;90;21;81;8034
359302;Victòria;1;7;1;1;51;18;4;54;8003
359302;Victòria;2;6;2;1;51;18;4;55;8003
359437;Margalló;1;21;1;5;1;91;22;183;8017
359437;Margalló;2;30;2;5;1;91;22;183;8017
359506;Vic;1;25;1;6;43;125;31;4;8006
359506;Vic;2;28;2;6;43;125;31;5;8006
359608;Cep;0001A;11;1;9;74;197;62;69;8027
359608;Cep;0002B;18;2;9;77;197;62;68;8027
359700;Vidal i Guasch;1;33;1;8;71;171;50;171;8042
359700;Vidal i Guasch;35;47;1;8;70;171;50;173;8042
359700;Vidal i Guasch;49;69;1;8;69;170;50;181;8042
359700;Vidal i Guasch;71;97;1;8;68;170;50;182;8042
359700;Vidal i Guasch;99;115;1;8;67;170;50;167;8042
359700;Vidal i Guasch;2;36;2;8;70;171;50;170;8042
359700;Vidal i Guasch;38;50;2;8;69;170;50;181;8042
359700;Vidal i Guasch;52;86;2;8;68;170;50;182;8042
359801;Vidal i Quadras;1;39;1;5;5;93;23;172;8017
359801;Vidal i Quadras;2;56;2;5;5;93;23;172;8017
359903;Vidal Valenciano;1;21;1;10;59;213;68;40;8005
359903;Vidal Valenciano;2;22;2;10;59;213;68;39;8005
360006;Vidiella;1;31;1;10;24;204;64;147;8026
360006;Vidiella;2;28;2;10;24;204;64;147;8026
360108;Vidrieria;1;15;1;1;45;16;4;28;8003
360108;Vidrieria;2;16;2;1;45;16;4;28;8003
360200;Vidre;0001B;7;1;1;29;11;2;74;8002
360200;Vidre;2;12;2;1;29;11;2;73;8002
360301;Vidriol;1;11;1;3;53;67;15;93;8014
360301;Vidriol;2;20;2;3;53;67;15;93;8014
360356;Camí Vell Pedrera;1;27;1;8;74;171;50;168;8042
